r0398	2-Hydroxy-3-carboxy-6-oxo-7-methylocta-2,4-dienoate	2-hydroxy-3-carboxy-6-oxo-7-methylocta-2,4-dienoate decarboxylase	2-Hydroxy-6-oxo-7-methylocta-2,4-dienoate
r0792	2-Hydroxy-3-carboxybenzalpyruvate	2-hydroxy-3-carboxy-benzalpyruvate hydratase-aldolase	3-Formylsalicylic acid
r0792	2-Hydroxy-3-carboxybenzalpyruvate	2-hydroxy-3-carboxy-benzalpyruvate hydratase-aldolase	Pyruvate
R06923	2-Hydroxy-3-carboxybenzalpyruvate 	2-hydroxy-3-carboxy-benzalpyruvate hydratase-aldolase	3-Formylsalicylic acid 
r1562	2-Hydroxy-3-methyl-6-oxohepta-2,4-dienoate	No enzyme supplied	Carbon Dioxide
r0783	2-Hydroxy-3-methylbenzalpyruvate	2-hydroxy-3-methylbenzalpyruvate hydratase-aldolase	3-Methylsalicylaldehyde
r0783	2-Hydroxy-3-methylbenzalpyruvate	2-hydroxy-3-methylbenzalpyruvate hydratase-aldolase	Pyruvate
r0413	2-Hydroxy-4-(1-oxo-1,3-dihydro-2H-inden-2-ylidene)but-2-enoate	Enzyme record not found	2-Formyl-1-indanone
r0413	2-Hydroxy-4-(1-oxo-1,3-dihydro-2H-inden-2-ylidene)but-2-enoate	Enzyme record not found	Pyruvate
R05538	2-Hydroxy-4-(1-oxo-1,3-dihydro-2H-inden-2-ylidene)-but-2-enoic acid	No Kegg enzyme supplied	2-Formyl-1-indanone
r0420	2-Hydroxy-4-(2-oxo-1,3-dihydro-2H-inden-1-ylidene)but-2-enoate	Enzyme record not found	1-Formyl-2-indanone
r0420	2-Hydroxy-4-(2-oxo-1,3-dihydro-2H-inden-1-ylidene)but-2-enoate	Enzyme record not found	Pyruvate
R05544	2-Hydroxy-4-(2-oxo-1,3-dihydro-2H-inden-1-ylidene)but-2-enoic acid	No Kegg enzyme supplied	1-Formyl-2-indanone
r1559	2-Hydroxy-4,5-dimethyl-6-oxohexa-2,4-dienoate	No enzyme supplied	Carbon Dioxide
r1675	2-Hydroxy-4-carboxymuconate semialdehyde	2-hydroxy-4-carboxymuconate semialdehyde dehydrogenase	2-Pyrone-4,6-dicarboxylate
r0766	2-Hydroxy-4-hydroxymethylbenzalpyruvate	2-hydroxy-4-hydroxymethylbenzalpyruvate hydratase-aldolase	4-Hydroxymethylsalicylaldehyde
r0766	2-Hydroxy-4-hydroxymethylbenzalpyruvate	2-hydroxy-4-hydroxymethylbenzalpyruvate hydratase-aldolase	Pyruvate
R06934	2-Hydroxy-4-hydroxymethylbenzalpyruvate 	2-hydroxy-4-hydroxymethylbenzalpyruvate hydratase-aldolase	4-Hydroxymethylsalicylaldehyde
r1003	2-Hydroxy-4-isopropenylcyclohexane-1-carboxyl-CoA	2-hydroxy-4-isopropenylcyclohexane-1-carboxyl-CoA dehydrogenase	4-Isopropenyl-2-ketocyclohexane-1-carboxyl-CoA
r1556	2-Hydroxy-5-methyl-6-oxohepta-2,4-dienoate	No enzyme supplied	Carbon Dioxide
R05389	2-Hydroxy-5-methyl-cis,cis-muconate	Isomerases; Intramolecular oxidoreductases; Interconverting keto- and enol-groups	2-Oxo-5-methyl-cis-muconate
r0181	2-Hydroxy-5-methyl-cis,cis-muconic semialdehyde	2-hydroxymuconate semialdehyde hydrolase	2-Oxohex-trans-4-enoate
r0181	2-Hydroxy-5-methyl-cis,cis-muconic semialdehyde	2-hydroxymuconate semialdehyde hydrolase	Formate
R05353	2-Hydroxy-5-methyl-cis,cis-muconic semialdehyde 	2-hydroxymuconate-semialdehyde hydrolase	2-Hydroxy-cis-hex-2,4-dienoate
R05865	2-Hydroxy-5-methyl-cis,cis-muconic semialdehyde 	aminomuconate-semialdehyde dehydrogenase	2-Hydroxy-5-methyl-cis,cis-muconate
r1503	2-Hydroxy-5-methylquinone	2-hydroxy-5-methylquinone reductase	2,4,5-Trihydroxytoluene
r0438	2-Hydroxy-6-keto-nona-2,4-dienedioate	2-hydroxy-6-ketonona-2,4-dienedoic acid hydrolase	cis-2-Hydroxypenta-2,4-dienoate
r0438	2-Hydroxy-6-keto-nona-2,4-dienedioate	2-hydroxy-6-ketonona-2,4-dienedoic acid hydrolase	Succinate
r1622	2-Hydroxy-6-ketononatrienedioate	2-hydroxy-6-ketonona-2,4-dienedoic acid hydrolase	cis-2-Hydroxypenta-2,4-dienoate
r1622	2-Hydroxy-6-ketononatrienedioate	2-hydroxy-6-ketonona-2,4-dienedoic acid hydrolase	Fumarate
R05365	2-Hydroxy-6-oxo-(2'-aminophenyl)-hexa-2,4-dienoate 	anthraniloyl-CoA monooxygenase	2-Hydroxy-2,4-pentadienoate
R05365	2-Hydroxy-6-oxo-(2'-aminophenyl)-hexa-2,4-dienoate 	Hydrolases; Acting on carbon-carbon bonds; In ketonic substances	Anthranilate
r0458	2-Hydroxy-6-oxo-(2'-aminophenyl)-hexa-2E,4Z-dienoate	2-hydroxy-6-oxo-6-(2'-aminophenyl)hexa-2,4-dienoate hydrolase	2-Aminobenzoate
r0458	2-Hydroxy-6-oxo-(2'-aminophenyl)-hexa-2E,4Z-dienoate	2-hydroxy-6-oxo-6-(2'-aminophenyl)hexa-2,4-dienoate hydrolase	cis-2-Hydroxypenta-2,4-dienoate
r1042	2-Hydroxy-6-oxo-6-(2-carboxyphenyl)-hexa-2,4-dienoate	2-hydroxy-6-oxo-6-(2-carboxyphenyl)-hexa-2,4-dienoate hydrolase	cis-2-Hydroxypenta-2,4-dienoate
r1042	2-Hydroxy-6-oxo-6-(2-carboxyphenyl)-hexa-2,4-dienoate	2-hydroxy-6-oxo-6-(2-carboxyphenyl)-hexa-2,4-dienoate hydrolase	Phthalate
r0573	2-Hydroxy-6-oxo-6-(2-hydroxyphenoxy)hexa-2,4-dienoate	Enzyme record not found	Catechol
R05361	2-Hydroxy-6-oxo-6-(2-hydroxyphenoxy)-hexa-2,4-dienoate 	2,6-dioxo-6-phenylhexa-3-enoate hydrolase	2-Hydroxymuconate
R05361	2-Hydroxy-6-oxo-6-(2-hydroxyphenoxy)-hexa-2,4-dienoate 	2,6-dioxo-6-phenylhexa-3-enoate hydrolase	Catechol
r0028	2-Hydroxy-6-oxo-6-(2-hydroxyphenyl)-hexa-2,4-dienoate	2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase	2-Oxopent-4-enoate
r0028	2-Hydroxy-6-oxo-6-(2-hydroxyphenyl)-hexa-2,4-dienoate	2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase	Salicylate
R05360	2-Hydroxy-6-oxo-6-(2-hydroxyphenyl)-hexa-2,4-dienoate 	2,6-dioxo-6-phenylhexa-3-enoate hydrolase	2-Hydroxy-2,4-pentadienoate
R05360	2-Hydroxy-6-oxo-6-(2-hydroxyphenyl)-hexa-2,4-dienoate 	2,6-dioxo-6-phenylhexa-3-enoate hydrolase	Salicylate
r0136	2-Hydroxy-6-oxo-6-(4'-chlorophenyl)-hexa-2,4-dienoate	2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase	4-Chlorobenzoate
r0136	2-Hydroxy-6-oxo-6-(4'-chlorophenyl)-hexa-2,4-dienoate	2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase	cis-2-Hydroxypenta-2,4-dienoate
R05359	2-Hydroxy-6-oxo-6-(4'-chlorophenyl)-hexa-2,4-dienoate 	2,6-dioxo-6-phenylhexa-3-enoate hydrolase	2-Hydroxy-2,4-pentadienoate
R05359	2-Hydroxy-6-oxo-6-(4'-chlorophenyl)-hexa-2,4-dienoate 	2,6-dioxo-6-phenylhexa-3-enoate hydrolase	4-Chlorobenzoate
r0391	2-Hydroxy-6-oxo-6-phenylhexa-2,4-dienoate	2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase	Benzoate
r0391	2-Hydroxy-6-oxo-6-phenylhexa-2,4-dienoate	2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase	cis-2-Hydroxypenta-2,4-dienoate
R02606	2-Hydroxy-6-oxo-6-phenylhexa-2,4-dienoate 	2,6-dioxo-6-phenylhexa-3-enoate hydrolase	Benzoate 
r0399	2-Hydroxy-6-oxo-7-methylocta-2,4-dienoate	2-hydroxy-6-oxo-7-methylocta-2,4-dienoate hydrolase	cis-2-Hydroxypenta-2,4-dienoate
r0399	2-Hydroxy-6-oxo-7-methylocta-2,4-dienoate	2-hydroxy-6-oxo-7-methylocta-2,4-dienoate hydrolase	Isobutyrate
R05364	2-Hydroxy-6-oxo-7-methylocta-2,4-dienoate 	HOMODA hydrolase	2-Hydroxy-2,4-pentadienoate
R05364	2-Hydroxy-6-oxo-7-methylocta-2,4-dienoate 	HOMODA hydrolase	2-Methylpropanoate
R05362	2-Hydroxy-6-oxoocta-2,4,7-trienoate 	2-hydroxymuconate-semialdehyde hydrolase	2-Hydroxy-2,4-pentadienoate
R05362	2-Hydroxy-6-oxoocta-2,4,7-trienoate 	2-hydroxymuconate-semialdehyde hydrolase	Propenoate
r0311	2-Hydroxy-6-oxoocta-2,4-dienoate	2-hydroxy-6-oxoocta-2,4-dienoate hydrolase	cis-2-Hydroxypenta-2,4-dienoate
r0311	2-Hydroxy-6-oxoocta-2,4-dienoate	2-hydroxy-6-oxoocta-2,4-dienoate hydrolase	Propanoate
R05366	2-Hydroxy-6-oxo-octa-2,4-dienoate 	Hydrolases; Acting on carbon-carbon bonds; In ketonic substances	2-Hydroxy-2,4-pentadienoate
R05366	2-Hydroxy-6-oxo-octa-2,4-dienoate 	Hydrolases; Acting on carbon-carbon bonds; In ketonic substances	Propanoate
r0765	2-Hydroxy-7-hydroxymethylchromene-2-carboxylate	2-hydroxy-7-hydroxymethylchromene-2-carboxylate isomerase	2-Hydroxy-4-hydroxymethylbenzalpyruvate
r0782	2-Hydroxy-8-methylchromene-2-carboxylate	2-hydroxy-8-methylchromene-2-carboxylate isomerase	2-Hydroxy-3-methylbenzalpyruvate
r1291	2-Hydroxybenzothiazole	2-hydroxybenzothiazole monooxygenase	2,6-Dihydroxybenzothiazole
r1423	2-Hydroxybiphenyl	2-hydroxybiphenyl 3-monooxygenase	2,3-Dihydroxybiphenyl
r0236	2'-Hydroxybiphenyl-2-sulfinate	2'-hydroxybiphenyl-2-sulfinate desulfinase	2-Hydroxybiphenyl
R08318	2-Hydroxycarbamazepine	unspecific monooxygenase	2-Hydroxyiminostilbene
R08320	2-Hydroxycarbamazepine	No Kegg enzyme supplied	2,3-Dihydroxycarbamazepine
r0337	2-Hydroxychromene-2-carboxylate	glutathione transferase	trans-o-Hydroxybenzylidenepyruvate
r1671	2-Hydroxy-cis,cis-muconate semialdehyde	2-hydroxymuconate semialdehyde hydrolase	cis-2-Hydroxypenta-2,4-dienoate
r1671	2-Hydroxy-cis,cis-muconate semialdehyde	2-hydroxymuconate semialdehyde hydrolase	Formate
R05864	2-Hydroxy-cis-hex-2,4-dienoate 	2-oxopent-4-enoate hydratase	4-Hydroxy-2-oxohexanoic acid
R03278	2-Hydroxycyclohexan-1-one 	cyclohexanone monooxygenase	1-Oxa-2-oxo-3-hydroxycycloheptane
R06622	2-Hydroxycyclohexan-1-one 	cyclohexane-1,2-diol dehydrogenase	Cyclohexane-1,2-dione 
r0192	2-Hydroxycyclohexane-1-carboxyl-CoA	2-hydroxycyclohexane-1-carboxyl-CoA dehydrogenase	2-Ketocyclohexane-1-carboxyl-CoA
r1173	2-Hydroxydec-2,4-diene-1,10-dioate	2-hydroxydec-2,4-diene-1,10-dioate hydratase	(2Z)-2,4-Dihydroxydec-2-enedioate
r1572	2-Hydroxyethoxyacetate	hydroxyethoxyacetate monooxygenase	p-Dihydroxyethoxyacetate
r1594	2-Hydroxyethoxyacetate	hydroxyethoxyacetate monooxygenase	o-Dihydroxethoxyacetate
R08319	2-Hydroxyiminostilbene	No Kegg enzyme supplied	2H-Dibenz[b,f]azepin-2-one
r0617	2-Hydroxyisobutyrate	2-hydroxyisobutyrate decarboxylase	2-Propanol
r0618	2-Hydroxyisobutyrate	2-hydroxyisobutyrate dehydratase	Methacrylate
r0619	2-Hydroxyisobutyrate	2-hydroxyisobutyrate 3-monooxygenase	2,3-Dihydroxy-2-methyl propionate
r1338	2-Hydroxyisonicotinate	2-hydroxyisonicotinate dehydrogenase	Citrazinate
r0776	2-Hydroxyisophthalic acid	2-hydroxyisophthalate decarboxylase	Salicylate
r0470	2-Hydroxylamino-4,6-dinitrotoluene	No enzyme supplied	2,4',6,6'-Tetranitro-4,2'-azoxytoluene
R08037	2-Hydroxylamino-4,6-dinitrotoluene	No Kegg enzyme supplied	2,4',6,6'-Tetranitro-2',4-azoxytoluene
R08037	4-Hydroxylamino-2,6-dinitrotoluene	No Kegg enzyme supplied	2,4',6,6'-Tetranitro-2',4-azoxytoluene
r0471	2-Hydroxylamino-4,6-dinitrotoluene	NAD(P)H nitroreductase	2-Amino-4,6-dinitrotoluene
r0475	2-Hydroxylamino-4,6-dinitrotoluene	No Kegg enzyme supplied	4,4',6,6'-Tetranitro-2,2'-azoxytoluene
r0762	2-Hydroxymethylnaphthalene	naphthalene 1,2-dioxygenase	cis-1,2-Dihydroxy-1,2-dihydro-7-hydroxymethylnaphthalene
r0771	2-Hydroxymethylnaphthalene	alcohol dehydrogenase	2-Naphthaldehyde
r1531	2-Hydroxymorpholine	unspecific monooxygenase	2-(2-Aminoethoxy)acetaldehyde
R03966	2-Hydroxymuconate	4-oxalocrotonate tautomerase	gamma-Oxalocrotonate
R03966	2-Hydroxymuconate	protocatechuate 4,5-dioxygenase	gamma-Oxalocrotonate
R02762	2-Hydroxymuconate semialdehyde 	aminomuconate-semialdehyde dehydrogenase	2-Hydroxymuconate 
R02763	2-Hydroxymuconate semialdehyde 	No Kegg enzyme supplied	3-Carboxy-2-hydroxymuconate semialdehyde
r0252	2-Hydroxyphenylacetate	2-hydroxyphenylacetate hydroxylase	Homogentisate
r0019	2-Hydroxytetrahydrofuran	2-hydroxytetrahydrofuran isomerase	4-Hydroxybutyraldehyde
r0018	2-Hydroxytetrahydrofuran	2-hydroxytetrahydrofuran dehydrogenase	Butyrolactone
r0261	2-Hydroxytoluene	toluene 2-monooxygenase	3-Methylcatechol
r0424	2-Indanone	2-indanone monooxygenase	3-Isochromanone
R05592	2-Ketocyclohexane-1-carboxyl-CoA	2-ketocyclohexanecarboxyl-CoA hydrolase	6-Carboxyhexanoyl-CoA
r0193	2-Ketocyclohexane-1-carboxyl-CoA	2-ketocyclohexane-1-carboxyl-CoA hydrolase	Pimeloyl-CoA
R03892	2-Maleylacetate	No Kegg enzyme supplied	3-Hydroxy-cis,cis-muconate
r1293	2-Mercaptobenzothiazole	thiol oxidase	2,2'-Dithio-bis-benzothiazole
r1177	2-Mercaptobenzothiazole	2-mercaptobenzothiazole dioxygenase	2-Mercaptobenzothiazole-cis-6,7-dihydrodiol
r1289	2-Mercaptobenzothiazole	No enzyme supplied	Benzothiazole-2-sulfonate
r1286	2-Mercaptobenzothiazole	thiol S-methyltransferase	2-(Methylthio)benzothiazole
r1178	2-Mercaptobenzothiazole	2-mercaptobenzothiazole monooxygenase	6-Hydroxy-2-mercaptobenzothiazole
r1288	2-Mercaptobenzothiazole	2-mercaptobenzothiazole desulfurase	Benzothiazole
r1179	2-Mercaptobenzothiazole-cis-6,7-dihydrodiol	2-mercaptobenzothiazole-cis-6,7-dihydrodiol dehydrogenase	6,7-Dihydroxy-2-mercaptobenzothiazole
r0616	2-Methyl-2-hydroxy-1-propanol	2-methyl-1,2-propanediol dehydrogenase	2-Methyl-2-hydroxypropanal
r1535	2-Methyl-2-hydroxypropanal	hydroxyisobutyraldehyde dehydrogenase	2-Hydroxyisobutyrate
r1521	2-Methyl-3-hydroxy-5-formylpyridine-4-carboxylate	2-methyl-3-hydroxy-5-formylpyridine-4-carboxylate dehydrogenase	3-Hydroxy-2-methylpyridine-4,5-dicarboxylate
r0931	2-Methyl-3-oxohexanoyl-CoA	butyryl-CoA 2-C-propionyltransferase	Butyryl-CoA
r0931	2-Methyl-3-oxohexanoyl-CoA	butyryl-CoA 2-C-propionyltransferase	Propanoyl-CoA
r0222	2-Methylbenzaldehyde	benzaldehyde dehydrogenase	o-Methylbenzoate
R05663	2-Methylbenzaldehyde 	benzaldehyde dehydrogenase (NADP+)	o-Toluate 
r0221	2-Methylbenzyl alcohol	benzyl alcohol dehydrogenase	2-Methylbenzaldehyde
R05348	2-Methylbenzyl alcohol 	aryl-alcohol dehydrogenase	2-Methylbenzaldehyde 
r0929	2-Methylhex-2-enoyl-CoA	2-methylhex-2-enoyl-CoA hydratase	3-Hydroxy-2-methylhexanoyl-CoA
r0928	2-Methylhexanoyl-CoA	2-methylhexanoyl-CoA dehydrogenase	2-Methylhex-2-enoyl-CoA
R06903	2-Methylnaphthalene	naphthyl-2-methyl-succinate synthase	Naphthyl-2-methyl-succinic acid
r1267	2-Methylnaphthalene	benzylsuccinate synthase	Naphthyl-2-methyl-succinate
r0788	2-Methylnaphthalene	2-methylnaphthalene hydroxylase	2-Hydroxymethylnaphthalene
r0770	2-Methylnaphthalene	naphthalene 1,2-dioxygenase	cis-1,2-Dihydroxy-1,2-dihydro-7-methylnaphthalene
R06926	2-Methylnaphthalene 	2-methylnaphthalene hydroxylase	(2-Naphthyl)methanol 
R06937	2-Methylnaphthalene 	naphthalene 1,2-dioxygenase	cis-1,2-Dihydroxy-1,2-dihydro-7-methylnaphthalene
r1473	2-Methylquinoline-3,4-diol	1H-3-hydroxy-4-oxoquinaldine 2,4-dioxygenase	N-Acetylanthranilate
r0043	2-Mononitroglycerol	xenobiotic reductase	Glycerol
r0772	2-Naphthaldehyde	2-naphthaldehyde dehydrogenase	2-Naphthoate
r0796	2-Naphthaldehyde	No enzyme supplied	4-Formylsalicylic acid
R06928	2-Naphthaldehyde 	2-naphthaldehyde dehydrogenase	2-Naphthoic acid 
R07699	2-Naphthalenesulfonic acid 	Oxidoreductases; Acting on paired donors with incorporation of molecular oxygen; Miscellaneous	Naphthalene-1,2-diol 
r1263	2-Naphthoate	No enzyme supplied	5,6,7,8-Tetrahydro-2-naphthoate
R06898	2-Naphthoic acid	No Kegg enzyme supplied	1-Hydroxy-2-naphthoate
R06902	2-Naphthoic acid	No Kegg enzyme supplied	5,6,7,8-Tetrahydro-2-naphthoic acid
R07020	2-Naphthol 	unspecific monooxygenase	Naphthalene-1,2-diol 
R07881	2-Naphthoyl-CoA	2-naphthoate CoA-transferase	2-Naphthoic acid 
r1262	2-Naphthoyl-CoA	2-naphthoate CoA-transferase	2-Naphthoate
r1494	2-Nitrophenol	nitrophenol 2-monooxygenase	Catechol
r0585	2-Nitropropane	2-nitropropane dioxygenase	Acetone
R08338	2-n-Propyl-2-pentenoic acid	No Kegg enzyme supplied	3-Hydroxyvalproic acid
R08333	2-n-Propyl-4-oxopentanoic acid	No Kegg enzyme supplied	2-Propylsuccinic acid
R08329	2-n-Propyl-4-pentenoic acid	No Kegg enzyme supplied	2-Propyl-2,4-pentadienoic acid
R02991	2-Oxo-2,3-dihydrofuran-5-acetate 	3-oxoadipate enol-lactonase	3-Oxoadipate
R05374	2-Oxo-5-methyl-cis-muconate	4-oxalocrotonate decarboxylase	2-Hydroxy-cis-hex-2,4-dienoate 
r0358	2-Oxobutanoate	2-oxobutyrate synthase	Propanoyl-CoA
r0429	2-Oxo-delta3-4,5,5-trimethylcyclopentenylacetate	2-oxo-delta3-4,5,5-trimethylcyclopentenylacetyl-CoA synthetase	2-Oxo-delta3-4,5,5-trimethylcyclopentenylacetyl-CoA
r0430	2-Oxo-delta3-4,5,5-trimethylcyclopentenylacetyl-CoA	2-oxo-delta3-4,5,5-trimethylcyclopentenylacetyl-CoA 1,2-monooxygenase	delta2,5-3,4,4-Trimethylpimelyl-CoA
r1238	2-Oxoglutaryl-CoA	2-oxoglutaryl-CoA thioesterase	2-Oxoglutarate
r0182	2-Oxohex-trans-4-enoate	2-oxopent-4-enoate hydratase	4-Hydroxy-2-oxohexanoate
r0854	2-Oxopropyl-CoM	2-oxopropyl-CoM reductase	Acetoacetate
r0563	2-Phenanthrol	2-phenanthrol sulfotransferase	2-Phenanthrylsulfate
R08306	2-Phenyl-1,3-propanediol monocarbamate 	alcohol dehydrogenase	3-Carbamoyl-2-phenylpropionaldehyde
R02540	2-Phenylacetamide 	amidase	Phenylacetic acid 
r1641	2-Pyrone-4,6-dicarboxylate	PDC hydrolase	4-Oxalomesaconate
R04277	2-Pyrone-4,6-dicarboxylate 	2-pyrone-4,6-dicarboxylate lactonase	4-Carboxy-2-hydroxyhexa-2,4-dienedioate
r0437	3-(2,3-Dihydroxyphenyl)propionate	3-(2,3-dihydroxyphenyl)propionate 1,2-dioxygenase	2-Hydroxy-6-keto-nona-2,4-dienedioate
r0418	3-(2-Hydroxyphenyl)propionate	No enzyme supplied	Salicylate
r1083	3-(4-Hydroxyphenyl)propionate	No enzyme supplied	4-Hydroxybenzoate
r1663	3-(4-Sulfophenyl)butyrate	3-(4-sulfophenyl)butyrate-CoA synthetase	3-(4-Sulfophenyl)butyrate-CoA
r1665	3-(4-Sulfophenyl)butyrate enoyl-CoA	enoyl-CoA hydratase	3-Hydroxy-3-(4-sulfophenyl)butyryl-CoA
r1664	3-(4-Sulfophenyl)butyrate-CoA	3-(4-sulfophenyl)butyrate-CoA  dehydrogenase	3-(4-Sulfophenyl)butyrate enoyl-CoA
r1399	3-(N-Formyl)-formiminopyruvate	3-(N-formyl)-formiminopyruvate hydrolase	3-Formiminopyruvate
r1399	3-(N-Formyl)-formiminopyruvate	3-(N-formyl)-formiminopyruvate hydrolase	Formate
r0821	3,3',5,5'-Tetrabromobisphenol A	3,3',5,5'-tetrabromobisphenol A reductive dehalogenase	3,3',5-Tribromobisphenol A
r0842	3,3',5-Tribromobisphenol A	3,3',5-tribromobisphenol A reductive dehalogenase	3,3'-Dibromobisphenol A
r0844	3,3'-Dibromobisphenol A	3,3'-dibromobisphenol A reductive dehalogenase	3-Monobromobisphenol A
r1581	3,3'-Dithiodipropionate	3,3'-dithiodipropionate disulfide reductase	3-Mercaptopropionate
r0528	3,4,6-Trichlorocatechol	catechol 1,2-dioxygenase	2,3,5-Trichloro-cis,cis-muconate
r0527	3,4,6-Trichloro-cis-1,2-dihydroxycyclohexa-3,5-diene	cis-1,2-dihydrobenzene-1,2-diol dehydrogenase	3,4,6-Trichlorocatechol
r0419	3,4-Dihydrocoumarin	3,4-dihydrocoumarin hydrolase	3-(2-Hydroxyphenyl)propionate
R05543	3,4-Dihydroxy-3,4-dihydro-9-fluorenone	No Kegg enzyme supplied	4-Hydroxy-9-fluorenone 
r1151	3,4-Dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione	3,4-DHSA 4,5-dioxygenase	(3E,1Z)-4,5-9,10-Diseco-3-hydroxy-5,9,17-trioxoandrosta-1(10),2-diene-4-oate
r0144	3,4-Dihydroxybenzoate	protocatechuate 4,5-dioxygenase	2-Hydroxy-4-carboxymuconate semialdehyde
r0143	3,4-Dihydroxybenzoate	protocatechuate 3,4-dioxygenase	3-Carboxy-cis,cis-muconate
r1553	3,4-Dihydroxybenzoate	protocatechuate decarboxylase	Catechol
R01631	3,4-Dihydroxybenzoate 	protocatechuate 3,4-dioxygenase	3-Carboxy-cis,cis-muconate
R01632	3,4-Dihydroxybenzoate 	protocatechuate 4,5-dioxygenase	4-Carboxy-2-hydroxymuconate semialdehyde
R01629	3,4-Dihydroxybenzoate 	3-hydroxybenzoate 4-monooxygenase	Benzene-1,2,4-triol 
R05280	3,4-Dihydroxybenzoate 	Oxidoreductases; Acting on paired donors with incorporation of molecular oxygen; With NADH or NADPH as one donor, and incorporation of two atoms of oxygen into one donor	4-Aminobenzoate 
r0415	3,4-Dihydroxyfluorene	3,4-dihydroxyfluorene 4,4a-dioxygenase	2-Hydroxy-4-(1-oxo-1,3-dihydro-2H-inden-2-ylidene)but-2-enoate
R05410	3,4-Dihydroxyfluorene 	3,4-dihydroxyfluorene 4,4a-dioxygenase	2-Hydroxy-4-(1-oxo-1,3-dihydro-2H-inden-2-ylidene)-but-2-enoic acid
r0501	3,4-Dihydroxyphenanthrene	3,4-dihydroxyphenanthrene dioxygenase	2-Hydroxy-2H-benzo[h]chromene-2-carboxylate
r0364	3,4-Dihydroxyphenylacetate	3,4-dihydroxyphenylacetate 2,3-dioxygenase	trans,cis-5-Carboxymethyl-2-hydroxymuconate semialdehyde
r1447	3,4-Dihydroxyphthalate	3,4-dihydroxyphthalate 2-decarboxylase	3,4-Dihydroxybenzoate
r1446	3,4-Dihydroxyphthalate	3,4-dihydroxyphthalate decarboxylase	2,3-Dihydroxybenzoate
r1555	3,4-Dimethylcatechol	catechol 2,3-dioxygenase	2-Hydroxy-5-methyl-6-oxohepta-2,4-dienoate
r0545	3,5-Dibromo-4-hydroxybenzamide	bromoxynil-specific nitrilase	3,5-Dibromo-4-hydroxybenzoate
R07782	3,5-Dibromo-4-hydroxybenzamide 	amidase	3,5-Dibromo-4-hydroxybenzoate
r0546	3,5-Dibromo-4-hydroxybenzoate	3,5-dibromo-4-hydroxybenzoate decarboxylase	2,6-Dibromophenol
r0964	3,5-Dichloro-2-methylmuconolactone	chloromuconate cycloisomerase	2-Chloro-3-methyl-cis/trans-dienelactone
r0960	3,5-Dichloro-3-methyl-cis,cis-muconate	chloromuconate cycloisomerase	2-Chloro-5-methyl-cis-dienelactone
r0963	3,5-Dichloro-3-methyl-cis,cis-muconate	chloromuconate cycloisomerase	3,5-Dichloro-2-methylmuconolactone
r0276	3,5-Dichlorocatechol	3,5-dichlorocatechol 1,2-dioxygenase	2,4-Dichloro-cis,cis-muconate
r0707	3,5-Dichlorophenylcarboximide	3,5-dichlorophenylcarboximide hydrolase	(3,5-Dichlorophenylurea)acetate
r1323	3,6,8-Trimethylallantoin	No enzyme supplied	Glyoxylate and N,N'-Dimethylurea
r1323	3,6,8-Trimethylallantoin	No enzyme supplied	N-Methylurea
r0655	3,6-Dichlorocatechol	3,6-dichlorocatechol 1,2-dioxygenase	2,5-Dichloro-cis,cis-muconate
R05409	3,6-Dichlorocatechol 	chlorocatechol 1,2-dioxygenase	2,5-Dichloro-cis,cis-muconate
r0654	3,6-Dichloro-cis-1,2-dihydroxycyclohexa-3,5-diene	cis-chlorobenzene dihydrodiol dehydrogenase	3,6-Dichlorocatechol
r1561	3,6-Dimethylcatechol	3,6-dimethylcatechol 2,3-dioxygenase	2-Hydroxy-3-methyl-6-oxohepta-2,4-dienoate
r1297	3,7-Dimethyl-5-oxo-octyl-CoA	No enzyme supplied	Carbon Dioxide
R07690	3-[6-(Carboxymethylene)cyclohexa-2,4-dien-1-ylidene]-2-oxopropanate	No Kegg enzyme supplied	1,2-Dihydrophthalic acid
R08309	3-Carbamoyl-2-phenylpropionaldehyde	No Kegg enzyme supplied	4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one
R08307	3-Carbamoyl-2-phenylpropionaldehyde 	aldehyde dehydrogenase [NAD(P)+]	3-Carbamoyl-2-phenylpropionic acid
R03308	3-Carboxy-2,5-dihydro-5-oxofuran-2-acetate	carboxy-cis,cis-muconate cyclase	3-Carboxy-cis,cis-muconate
r1022	3-Chlorocatechol	2,3-dihydroxybiphenyl 1,2-dioxygenase	3-Chloro-2-hydroxymuconic semialdehyde
r0108	3-Chlorocatechol	catechol 1,2-dioxygenase	2-Chloro-cis,cis-muconate
R06839	3-Chlorocatechol 	biphenyl-2,3-diol 1,2-dioxygenase	3-Chloro-2-hydroxymuconic semialdehyde
R07827	3-Chlorocatechol 	biphenyl-2,3-diol 1,2-dioxygenase	3-Chloro-2-hydroxymuconic semialdehyde
